Monolayer black phosphorus (type1=B bottom pucker, type2=T top pucker)

4896 atoms
2 atom types

0.0 224.128000 xlo xhi
0.0 81.792000 ylo yhi
0.0 32.104598 zlo zhi

Masses

1 30.973762
2 30.973762

Atoms # atomic

1 1 0.000000 0.000000 15.000000
2 1 1.648000 1.493410 15.000000
3 2 1.648000 2.272000 17.104598
4 2 0.000000 3.765410 17.104598
5 1 0.000000 4.544000 15.000000
6 1 1.648000 6.037410 15.000000
7 2 1.648000 6.816000 17.104598
8 2 0.000000 8.309410 17.104598
9 1 0.000000 9.088000 15.000000
10 1 1.648000 10.581410 15.000000
11 2 1.648000 11.360000 17.104598
12 2 0.000000 12.853410 17.104598
13 1 0.000000 13.632000 15.000000
14 1 1.648000 15.125410 15.000000
15 2 1.648000 15.904000 17.104598
16 2 0.000000 17.397410 17.104598
17 1 0.000000 18.176000 15.000000
18 1 1.648000 19.669410 15.000000
19 2 1.648000 20.448000 17.104598
20 2 0.000000 21.941410 17.104598
21 1 0.000000 22.720000 15.000000
22 1 1.648000 24.213410 15.000000
23 2 1.648000 24.992000 17.104598
24 2 0.000000 26.485410 17.104598
25 1 0.000000 27.264000 15.000000
26 1 1.648000 28.757410 15.000000
27 2 1.648000 29.536000 17.104598
28 2 0.000000 31.029410 17.104598
29 1 0.000000 31.808000 15.000000
30 1 1.648000 33.301410 15.000000
31 2 1.648000 34.080000 17.104598
32 2 0.000000 35.573410 17.104598
33 1 0.000000 36.352000 15.000000
34 1 1.648000 37.845410 15.000000
35 2 1.648000 38.624000 17.104598
36 2 0.000000 40.117410 17.104598
37 1 0.000000 40.896000 15.000000
38 1 1.648000 42.389410 15.000000
39 2 1.648000 43.168000 17.104598
40 2 0.000000 44.661410 17.104598
41 1 0.000000 45.440000 15.000000
42 1 1.648000 46.933410 15.000000
43 2 1.648000 47.712000 17.104598
44 2 0.000000 49.205410 17.104598
45 1 0.000000 49.984000 15.000000
46 1 1.648000 51.477410 15.000000
47 2 1.648000 52.256000 17.104598
48 2 0.000000 53.749410 17.104598
49 1 0.000000 54.528000 15.000000
50 1 1.648000 56.021410 15.000000
51 2 1.648000 56.800000 17.104598
52 2 0.000000 58.293410 17.104598
53 1 0.000000 59.072000 15.000000
54 1 1.648000 60.565410 15.000000
55 2 1.648000 61.344000 17.104598
56 2 0.000000 62.837410 17.104598
57 1 0.000000 63.616000 15.000000
58 1 1.648000 65.109410 15.000000
59 2 1.648000 65.888000 17.104598
60 2 0.000000 67.381410 17.104598
61 1 0.000000 68.160000 15.000000
62 1 1.648000 69.653410 15.000000
63 2 1.648000 70.432000 17.104598
64 2 0.000000 71.925410 17.104598
65 1 0.000000 72.704000 15.000000
66 1 1.648000 74.197410 15.000000
67 2 1.648000 74.976000 17.104598
68 2 0.000000 76.469410 17.104598
69 1 0.000000 77.248000 15.000000
70 1 1.648000 78.741410 15.000000
71 2 1.648000 79.520000 17.104598
72 2 0.000000 81.013410 17.104598
73 1 3.296000 0.000000 15.000000
74 1 4.944000 1.493410 15.000000
75 2 4.944000 2.272000 17.104598
76 2 3.296000 3.765410 17.104598
77 1 3.296000 4.544000 15.000000
78 1 4.944000 6.037410 15.000000
79 2 4.944000 6.816000 17.104598
80 2 3.296000 8.309410 17.104598
81 1 3.296000 9.088000 15.000000
82 1 4.944000 10.581410 15.000000
83 2 4.944000 11.360000 17.104598
84 2 3.296000 12.853410 17.104598
85 1 3.296000 13.632000 15.000000
86 1 4.944000 15.125410 15.000000
87 2 4.944000 15.904000 17.104598
88 2 3.296000 17.397410 17.104598
89 1 3.296000 18.176000 15.000000
90 1 4.944000 19.669410 15.000000
91 2 4.944000 20.448000 17.104598
92 2 3.296000 21.941410 17.104598
93 1 3.296000 22.720000 15.000000
94 1 4.944000 24.213410 15.000000
95 2 4.944000 24.992000 17.104598
96 2 3.296000 26.485410 17.104598
97 1 3.296000 27.264000 15.000000
98 1 4.944000 28.757410 15.000000
99 2 4.944000 29.536000 17.104598
100 2 3.296000 31.029410 17.104598
101 1 3.296000 31.808000 15.000000
102 1 4.944000 33.301410 15.000000
103 2 4.944000 34.080000 17.104598
104 2 3.296000 35.573410 17.104598
105 1 3.296000 36.352000 15.000000
106 1 4.944000 37.845410 15.000000
107 2 4.944000 38.624000 17.104598
108 2 3.296000 40.117410 17.104598
109 1 3.296000 40.896000 15.000000
110 1 4.944000 42.389410 15.000000
111 2 4.944000 43.168000 17.104598
112 2 3.296000 44.661410 17.104598
113 1 3.296000 45.440000 15.000000
114 1 4.944000 46.933410 15.000000
115 2 4.944000 47.712000 17.104598
116 2 3.296000 49.205410 17.104598
117 1 3.296000 49.984000 15.000000
118 1 4.944000 51.477410 15.000000
119 2 4.944000 52.256000 17.104598
120 2 3.296000 53.749410 17.104598
121 1 3.296000 54.528000 15.000000
122 1 4.944000 56.021410 15.000000
123 2 4.944000 56.800000 17.104598
124 2 3.296000 58.293410 17.104598
125 1 3.296000 59.072000 15.000000
126 1 4.944000 60.565410 15.000000
127 2 4.944000 61.344000 17.104598
128 2 3.296000 62.837410 17.104598
129 1 3.296000 63.616000 15.000000
130 1 4.944000 65.109410 15.000000
131 2 4.944000 65.888000 17.104598
132 2 3.296000 67.381410 17.104598
133 1 3.296000 68.160000 15.000000
134 1 4.944000 69.653410 15.000000
135 2 4.944000 70.432000 17.104598
136 2 3.296000 71.925410 17.104598
137 1 3.296000 72.704000 15.000000
138 1 4.944000 74.197410 15.000000
139 2 4.944000 74.976000 17.104598
140 2 3.296000 76.469410 17.104598
141 1 3.296000 77.248000 15.000000
142 1 4.944000 78.741410 15.000000
143 2 4.944000 79.520000 17.104598
144 2 3.296000 81.013410 17.104598
145 1 6.592000 0.000000 15.000000
146 1 8.240000 1.493410 15.000000
147 2 8.240000 2.272000 17.104598
148 2 6.592000 3.765410 17.104598
149 1 6.592000 4.544000 15.000000
150 1 8.240000 6.037410 15.000000
151 2 8.240000 6.816000 17.104598
152 2 6.592000 8.309410 17.104598
153 1 6.592000 9.088000 15.000000
154 1 8.240000 10.581410 15.000000
155 2 8.240000 11.360000 17.104598
156 2 6.592000 12.853410 17.104598
157 1 6.592000 13.632000 15.000000
158 1 8.240000 15.125410 15.000000
