Wurtzite ZnO (type1=Zn q=+2, type2=O q=-2)

2880 atoms
2 atom types

0.0 12.998000 xlo xhi
0.0 16.884897 ylo yhi
0.0 156.207000 zlo zhi

Masses

1 65.38
2 15.9994

Atoms # charge

548 1 2.0000 0.000000 15.008798 44.258650
549 2 -2.0000 0.000000 11.256598 43.644236
550 2 -2.0000 1.624750 14.070748 43.644236
551 2 -2.0000 1.624750 12.194648 46.247686
552 2 -2.0000 0.000000 15.008798 46.247686
553 1 2.0000 0.000000 11.256598 46.862100
554 1 2.0000 1.624750 14.070748 46.862100
555 1 2.0000 1.624750 12.194648 49.465550
556 1 2.0000 0.000000 15.008798 49.465550
557 2 -2.0000 0.000000 11.256598 48.851136
558 2 -2.0000 1.624750 14.070748 48.851136
559 2 -2.0000 1.624750 12.194648 51.454586
560 2 -2.0000 0.000000 15.008798 51.454586
561 1 2.0000 0.000000 11.256598 52.069000
562 1 2.0000 1.624750 14.070748 52.069000
563 1 2.0000 1.624750 12.194648 54.672450
564 1 2.0000 0.000000 15.008798 54.672450
565 2 -2.0000 0.000000 11.256598 54.058036
566 2 -2.0000 1.624750 14.070748 54.058036
567 2 -2.0000 1.624750 12.194648 56.661486
568 2 -2.0000 0.000000 15.008798 56.661486
569 1 2.0000 0.000000 11.256598 57.275900
570 1 2.0000 1.624750 14.070748 57.275900
571 1 2.0000 1.624750 12.194648 59.879350
572 1 2.0000 0.000000 15.008798 59.879350
573 2 -2.0000 0.000000 11.256598 59.264936
574 2 -2.0000 1.624750 14.070748 59.264936
575 2 -2.0000 1.624750 12.194648 61.868386
576 2 -2.0000 0.000000 15.008798 61.868386
577 1 2.0000 0.000000 11.256598 62.482800
578 1 2.0000 1.624750 14.070748 62.482800
579 1 2.0000 1.624750 12.194648 65.086250
580 1 2.0000 0.000000 15.008798 65.086250
581 2 -2.0000 0.000000 11.256598 64.471836
582 2 -2.0000 1.624750 14.070748 64.471836
583 2 -2.0000 1.624750 12.194648 67.075286
584 2 -2.0000 0.000000 15.008798 67.075286
585 1 2.0000 0.000000 11.256598 67.689700
586 1 2.0000 1.624750 14.070748 67.689700
587 1 2.0000 1.624750 12.194648 70.293150
588 1 2.0000 0.000000 15.008798 70.293150
589 2 -2.0000 0.000000 11.256598 69.678736
590 2 -2.0000 1.624750 14.070748 69.678736
591 2 -2.0000 1.624750 12.194648 72.282186
592 2 -2.0000 0.000000 15.008798 72.282186
593 1 2.0000 0.000000 11.256598 72.896600
594 1 2.0000 1.624750 14.070748 72.896600
595 1 2.0000 1.624750 12.194648 75.500050
596 1 2.0000 0.000000 15.008798 75.500050
597 2 -2.0000 0.000000 11.256598 74.885636
598 2 -2.0000 1.624750 14.070748 74.885636
599 2 -2.0000 1.624750 12.194648 77.489086
600 2 -2.0000 0.000000 15.008798 77.489086
601 1 2.0000 0.000000 11.256598 78.103500
602 1 2.0000 1.624750 14.070748 78.103500
603 1 2.0000 1.624750 12.194648 80.706950
604 1 2.0000 0.000000 15.008798 80.706950
605 2 -2.0000 0.000000 11.256598 80.092536
606 2 -2.0000 1.624750 14.070748 80.092536
607 2 -2.0000 1.624750 12.194648 82.695986
608 2 -2.0000 0.000000 15.008798 82.695986
609 1 2.0000 0.000000 11.256598 83.310400
610 1 2.0000 1.624750 14.070748 83.310400
611 1 2.0000 1.624750 12.194648 85.913850
612 1 2.0000 0.000000 15.008798 85.913850
613 2 -2.0000 0.000000 11.256598 85.299436
614 2 -2.0000 1.624750 14.070748 85.299436
615 2 -2.0000 1.624750 12.194648 87.902886
616 2 -2.0000 0.000000 15.008798 87.902886
617 1 2.0000 0.000000 11.256598 88.517300
618 1 2.0000 1.624750 14.070748 88.517300
619 1 2.0000 1.624750 12.194648 91.120750
620 1 2.0000 0.000000 15.008798 91.120750
621 2 -2.0000 0.000000 11.256598 90.506336
622 2 -2.0000 1.624750 14.070748 90.506336
623 2 -2.0000 1.624750 12.194648 93.109786
624 2 -2.0000 0.000000 15.008798 93.109786
625 1 2.0000 0.000000 11.256598 93.724200
626 1 2.0000 1.624750 14.070748 93.724200
627 1 2.0000 1.624750 12.194648 96.327650
628 1 2.0000 0.000000 15.008798 96.327650
629 2 -2.0000 0.000000 11.256598 95.713236
630 2 -2.0000 1.624750 14.070748 95.713236
631 2 -2.0000 1.624750 12.194648 98.316686
632 2 -2.0000 0.000000 15.008798 98.316686
633 1 2.0000 0.000000 11.256598 98.931100
634 1 2.0000 1.624750 14.070748 98.931100
635 1 2.0000 1.624750 12.194648 101.534550
636 1 2.0000 0.000000 15.008798 101.534550
637 2 -2.0000 0.000000 11.256598 100.920136
638 2 -2.0000 1.624750 14.070748 100.920136
639 2 -2.0000 1.624750 12.194648 103.523586
640 2 -2.0000 0.000000 15.008798 103.523586
641 1 2.0000 0.000000 11.256598 104.138000
642 1 2.0000 1.624750 14.070748 104.138000
643 1 2.0000 1.624750 12.194648 106.741450
644 1 2.0000 0.000000 15.008798 106.741450
645 2 -2.0000 0.000000 11.256598 106.127036
646 2 -2.0000 1.624750 14.070748 106.127036
647 2 -2.0000 1.624750 12.194648 108.730486
648 2 -2.0000 0.000000 15.008798 108.730486
649 1 2.0000 0.000000 11.256598 109.344900
650 1 2.0000 1.624750 14.070748 109.344900
651 1 2.0000 1.624750 12.194648 111.948350
652 1 2.0000 0.000000 15.008798 111.948350
653 2 -2.0000 0.000000 11.256598 111.333936
654 2 -2.0000 1.624750 14.070748 111.333936
655 2 -2.0000 1.624750 12.194648 113.937386
656 2 -2.0000 0.000000 15.008798 113.937386
657 1 2.0000 0.000000 11.256598 114.551800
658 1 2.0000 1.624750 14.070748 114.551800
659 1 2.0000 1.624750 12.194648 117.155250
660 1 2.0000 0.000000 15.008798 117.155250
661 2 -2.0000 0.000000 11.256598 116.540836
662 2 -2.0000 1.624750 14.070748 116.540836
663 2 -2.0000 1.624750 12.194648 119.144286
664 2 -2.0000 0.000000 15.008798 119.144286
665 1 2.0000 0.000000 11.256598 119.758700
666 1 2.0000 1.624750 14.070748 119.758700
667 1 2.0000 1.624750 12.194648 122.362150
668 1 2.0000 0.000000 15.008798 122.362150
669 2 -2.0000 0.000000 11.256598 121.747736
670 2 -2.0000 1.624750 14.070748 121.747736
671 2 -2.0000 1.624750 12.194648 124.351186
672 2 -2.0000 0.000000 15.008798 124.351186
673 1 2.0000 0.000000 11.256598 124.965600
674 1 2.0000 1.624750 14.070748 124.965600
675 1 2.0000 1.624750 12.194648 127.569050
676 1 2.0000 0.000000 15.008798 127.569050
677 2 -2.0000 0.000000 11.256598 126.954636
678 2 -2.0000 1.624750 14.070748 126.954636
679 2 -2.0000 1.624750 12.194648 129.558086
680 2 -2.0000 0.000000 15.008798 129.558086
681 1 2.0000 0.000000 11.256598 130.172500
682 1 2.0000 1.624750 14.070748 130.172500
683 1 2.0000 1.624750 12.194648 132.775950
684 1 2.0000 0.000000 15.008798 132.775950
685 2 -2.0000 0.000000 11.256598 132.161536
686 2 -2.0000 1.624750 14.070748 132.161536
687 2 -2.0000 1.624750 12.194648 134.764986
688 2 -2.0000 0.000000 15.008798 134.764986
689 1 2.0000 0.000000 11.256598 135.379400
690 1 2.0000 1.624750 14.070748 135.379400
691 1 2.0000 1.624750 12.194648 137.982850
692 1 2.0000 0.000000 15.008798 137.982850
693 2 -2.0000 0.000000 11.256598 137.368436
694 2 -2.0000 1.624750 14.070748 137.368436
695 2 -2.0000 1.624750 12.194648 139.971886
696 2 -2.0000 0.000000 15.008798 139.971886
697 1 2.0000 0.000000 11.256598 140.586300
698 1 2.0000 1.624750 14.070748 140.586300
699 1 2.0000 1.624750 12.194648 143.189750
700 1 2.0000 0.000000 15.008798 143.189750
701 2 -2.0000 0.000000 11.256598 142.575336
702 2 -2.0000 1.624750 14.070748 142.575336
703 2 -2.0000 1.624750 12.194648 145.178786
704 2 -2.0000 0.000000 15.008798 145.178786
705 1 2.0000 0.000000 11.256598 145.793200
706 1 2.0000 1.624750 14.070748 145.793200
707 1 2.0000 1.624750 12.194648 148.396650
708 1 2.0000 0.000000 15.008798 148.396650
709 2 -2.0000 0.000000 11.256598 147.782236
710 2 -2.0000 1.624750 14.070748 147.782236
711 2 -2.0000 1.624750 12.194648 150.385686
712 2 -2.0000 0.000000 15.008798 150.385686
713 1 2.0000 0.000000 11.256598 151.000100
714 1 2.0000 1.624750 14.070748 151.000100
715 1 2.0000 1.624750 12.194648 153.603550
716 1 2.0000 0.000000 15.008798 153.603550
717 2 -2.0000 0.000000 11.256598 152.989136
718 2 -2.0000 1.624750 14.070748 152.989136
719 2 -2.0000 1.624750 12.194648 155.592586
720 2 -2.0000 0.000000 15.008798 155.592586
721 1 2.0000 3.249500 0.000000 0.000000
722 1 2.0000 4.874250 2.814150 0.000000
723 1 2.0000 4.874250 0.938050 2.603450
724 1 2.0000 3.249500 3.752199 2.603450
725 2 -2.0000 3.249500 0.000000 1.989036
726 2 -2.0000 4.874250 2.814150 1.989036
727 2 -2.0000 4.874250 0.938050 4.592486
728 2 -2.0000 3.249500 3.752199 4.592486
729 1 2.0000 3.249500 0.000000 5.206900
730 1 2.0000 4.874250 2.814150 5.206900
731 1 2.0000 4.874250 0.938050 7.810350
732 1 2.0000 3.249500 3.752199 7.810350
733 2 -2.0000 3.249500 0.000000 7.195936
734 2 -2.0000 4.874250 2.814150 7.195936
735 2 -2.0000 4.874250 0.938050 9.799386
736 2 -2.0000 3.249500 3.752199 9.799386
737 1 2.0000 3.249500 0.000000 10.413800
738 1 2.0000 4.874250 2.814150 10.413800
739 1 2.0000 4.874250 0.938050 13.017250
740 1 2.0000 3.249500 3.752199 13.017250
741 2 -2.0000 3.249500 0.000000 12.402836
742 2 -2.0000 4.874250 2.814150 12.402836
743 2 -2.0000 4.874250 0.938050 15.006286
744 2 -2.0000 3.249500 3.752199 15.006286
745 1 2.0000 3.249500 0.000000 15.620700
746 1 2.0000 4.874250 2.814150 15.620700
747 1 2.0000 4.874250 0.938050 18.224150
748 1 2.0000 3.249500 3.752199 18.224150
749 2 -2.0000 3.249500 0.000000 17.609736
750 2 -2.0000 4.874250 2.814150 17.609736
751 2 -2.0000 4.874250 0.938050 20.213186
752 2 -2.0000 3.249500 3.752199 20.213186
753 1 2.0000 3.249500 0.000000 20.827600
754 1 2.0000 4.874250 2.814150 20.827600
755 1 2.0000 4.874250 0.938050 23.431050
756 1 2.0000 3.249500 3.752199 23.431050
757 2 -2.0000 3.249500 0.000000 22.816636
758 2 -2.0000 4.874250 2.814150 22.816636
759 2 -2.0000 4.874250 0.938050 25.420086
760 2 -2.0000 3.249500 3.752199 25.420086
761 1 2.0000 3.249500 0.000000 26.034500
762 1 2.0000 4.874250 2.814150 26.034500
763 1 2.0000 4.874250 0.938050 28.637950
764 1 2.0000 3.249500 3.752199 28.637950
765 2 -2.0000 3.249500 0.000000 28.023536
766 2 -2.0000 4.874250 2.814150 28.023536
767 2 -2.0000 4.874250 0.938050 30.626986
768 2 -2.0000 3.249500 3.752199 30.626986
769 1 2.0000 3.249500 0.000000 31.241400
770 1 2.0000 4.874250 2.814150 31.241400
771 1 2.0000 4.874250 0.938050 33.844850
772 1 2.0000 3.249500 3.752199 33.844850
773 2 -2.0000 3.249500 0.000000 33.230436
774 2 -2.0000 4.874250 2.814150 33.230436
775 2 -2.0000 4.874250 0.938050 35.833886
776 2 -2.0000 3.249500 3.752199 35.833886
777 1 2.0000 3.249500 0.000000 36.448300
778 1 2.0000 4.874250 2.814150 36.448300
779 1 2.0000 4.874250 0.938050 39.051750
780 1 2.0000 3.249500 3.752199 39.051750
781 2 -2.0000 3.249500 0.000000 38.437336
782 2 -2.0000 4.874250 2.814150 38.437336
783 2 -2.0000 4.874250 0.938050 41.040786
784 2 -2.0000 3.249500 3.752199 41.040786
785 1 2.0000 3.249500 0.000000 41.655200
786 1 2.0000 4.874250 2.814150 41.655200
787 1 2.0000 4.874250 0.938050 44.258650
788 1 2.0000 3.249500 3.752199 44.258650
789 2 -2.0000 3.249500 0.000000 43.644236
790 2 -2.0000 4.874250 2.814150 43.644236
791 2 -2.0000 4.874250 0.938050 46.247686
792 2 -2.0000 3.249500 3.752199 46.247686
793 1 2.0000 3.249500 0.000000 46.862100
794 1 2.0000 4.874250 2.814150 46.862100
795 1 2.0000 4.874250 0.938050 49.465550
796 1 2.0000 3.249500 3.752199 49.465550
797 2 -2.0000 3.249500 0.000000 48.851136
798 2 -2.0000 4.874250 2.814150 48.851136
799 2 -2.0000 4.874250 0.938050 51.454586
800 2 -2.0000 3.249500 3.752199 51.454586
801 1 2.0000 3.249500 0.000000 52.069000
802 1 2.0000 4.874250 2.814150 52.069000
803 1 2.0000 4.874250 0.938050 54.672450
804 1 2.0000 3.249500 3.752199 54.672450
805 2 -2.0000 3.249500 0.000000 54.058036
806 2 -2.0000 4.874250 2.814150 54.058036
807 2 -2.0000 4.874250 0.938050 56.661486
808 2 -2.0000 3.249500 3.752199 56.661486
809 1 2.0000 3.249500 0.000000 57.275900
810 1 2.0000 4.874250 2.814150 57.275900
811 1 2.0000 4.874250 0.938050 59.879350
812 1 2.0000 3.249500 3.752199 59.879350
813 2 -2.0000 3.249500 0.000000 59.264936
814 2 -2.0000 4.874250 2.814150 59.264936
815 2 -2.0000 4.874250 0.938050 61.868386
816 2 -2.0000 3.249500 3.752199 61.868386
817 1 2.0000 3.249500 0.000000 62.482800
818 1 2.0000 4.874250 2.814150 62.482800
819 1 2.0000 4.874250 0.938050 65.086250
820 1 2.0000 3.249500 3.752199 65.086250
821 2 -2.0000 3.249500 0.000000 64.471836
822 2 -2.0000 4.874250 2.814150 64.471836
823 2 -2.0000 4.874250 0.938050 67.075286
824 2 -2.0000 3.249500 3.752199 67.075286
825 1 2.0000 3.249500 0.000000 67.689700
826 1 2.0000 4.874250 2.814150 67.689700
827 1 2.0000 4.874250 0.938050 70.293150
828 1 2.0000 3.249500 3.752199 70.293150
829 2 -2.0000 3.249500 0.000000 69.678736
830 2 -2.0000 4.874250 2.814150 69.678736
831 2 -2.0000 4.874250 0.938050 72.282186
832 2 -2.0000 3.249500 3.752199 72.282186
833 1 2.0000 3.249500 0.000000 72.896600
834 1 2.0000 4.874250 2.814150 72.896600
835 1 2.0000 4.874250 0.938050 75.500050
836 1 2.0000 3.249500 3.752199 75.500050
837 2 -2.0000 3.249500 0.000000 74.885636
838 2 -2.0000 4.874250 2.814150 74.885636
839 2 -2.0000 4.874250 0.938050 77.489086
840 2 -2.0000 3.249500 3.752199 77.489086
841 1 2.0000 3.249500 0.000000 78.103500
842 1 2.0000 4.874250 2.814150 78.103500
843 1 2.0000 4.874250 0.938050 80.706950
844 1 2.0000 3.249500 3.752199 80.706950
845 2 -2.0000 3.249500 0.000000 80.092536
846 2 -2.0000 4.874250 2.814150 80.092536
847 2 -2.0000 4.874250 0.938050 82.695986
848 2 -2.0000 3.249500 3.752199 82.695986
849 1 2.0000 3.249500 0.000000 83.310400
850 1 2.0000 4.874250 2.814150 83.310400
851 1 2.0000 4.874250 0.938050 85.913850
852 1 2.0000 3.249500 3.752199 85.913850
853 2 -2.0000 3.249500 0.000000 85.299436
854 2 -2.0000 4.874250 2.814150 85.299436
855 2 -2.0000 4.874250 0.938050 87.902886
856 2 -2.0000 3.249500 3.752199 87.902886
857 1 2.0000 3.249500 0.000000 88.517300
858 1 2.0000 4.874250 2.814150 88.517300
859 1 2.0000 4.874250 0.938050 91.120750
860 1 2.0000 3.249500 3.752199 91.120750
861 2 -2.0000 3.249500 0.000000 90.506336
862 2 -2.0000 4.874250 2.814150 90.506336
863 2 -2.0000 4.874250 0.938050 93.109786
864 2 -2.0000 3.249500 3.752199 93.109786
865 1 2.0000 3.249500 0.000000 93.724200
866 1 2.0000 4.874250 2.814150 93.724200
867 1 2.0000 4.874250 0.938050 96.327650
868 1 2.0000 3.249500 3.752199 96.327650
869 2 -2.0000 3.249500 0.000000 95.713236
870 2 -2.0000 4.874250 2.814150 95.713236
871 2 -2.0000 4.874250 0.938050 98.316686
872 2 -2.0000 3.249500 3.752199 98.316686
873 1 2.0000 3.249500 0.000000 98.931100
874 1 2.0000 4.874250 2.814150 98.931100
875 1 2.0000 4.874250 0.938050 101.534550
876 1 2.0000 3.249500 3.752199 101.534550
877 2 -2.0000 3.249500 0.000000 100.920136
878 2 -2.0000 4.874250 2.814150 100.920136
879 2 -2.0000 4.874250 0.938050 103.523586
880 2 -2.0000 3.249500 3.752199 103.523586
881 1 2.0000 3.249500 0.000000 104.138000
882 1 2.0000 4.874250 2.814150 104.138000
883 1 2.0000 4.874250 0.938050 106.741450
884 1 2.0000 3.249500 3.752199 106.741450
885 2 -2.0000 3.249500 0.000000 106.127036
886 2 -2.0000 4.874250 2.814150 106.127036
887 2 -2.0000 4.874250 0.938050 108.730486
888 2 -2.0000 3.249500 3.752199 108.730486
889 1 2.0000 3.249500 0.000000 109.344900
890 1 2.0000 4.874250 2.814150 109.344900
891 1 2.0000 4.874250 0.938050 111.948350
892 1 2.0000 3.249500 3.752199 111.948350
893 2 -2.0000 3.249500 0.000000 111.333936
894 2 -2.0000 4.874250 2.814150 111.333936
895 2 -2.0000 4.874250 0.938050 113.937386
896 2 -2.0000 3.249500 3.752199 113.937386
897 1 2.0000 3.249500 0.000000 114.551800
898 1 2.0000 4.874250 2.814150 114.551800
899 1 2.0000 4.874250 0.938050 117.155250
900 1 2.0000 3.249500 3.752199 117.155250
901 2 -2.0000 3.249500 0.000000 116.540836
902 2 -2.0000 4.874250 2.814150 116.540836
903 2 -2.0000 4.874250 0.938050 119.144286
904 2 -2.0000 3.249500 3.752199 119.144286
905 1 2.0000 3.249500 0.000000 119.758700
906 1 2.0000 4.874250 2.814150 119.758700
907 1 2.0000 4.874250 0.938050 122.362150
908 1 2.0000 3.249500 3.752199 122.362150
909 2 -2.0000 3.249500 0.000000 121.747736
910 2 -2.0000 4.874250 2.814150 121.747736
911 2 -2.0000 4.874250 0.938050 124.351186
912 2 -2.0000 3.249500 3.752199 124.351186
913 1 2.0000 3.249500 0.000000 124.965600
914 1 2.0000 4.874250 2.814150 124.965600
915 1 2.0000 4.874250 0.938050 127.569050
916 1 2.0000 3.249500 3.752199 127.569050
917 2 -2.0000 3.249500 0.000000 126.954636
918 2 -2.0000 4.874250 2.814150 126.954636
919 2 -2.0000 4.874250 0.938050 129.558086
920 2 -2.0000 3.249500 3.752199 129.558086
921 1 2.0000 3.249500 0.000000 130.172500
922 1 2.0000 4.874250 2.814150 130.172500
923 1 2.0000 4.874250 0.938050 132.775950
924 1 2.0000 3.249500 3.752199 132.775950
925 2 -2.0000 3.249500 0.000000 132.161536
926 2 -2.0000 4.874250 2.814150 132.161536
927 2 -2.0000 4.874250 0.938050 134.764986
928 2 -2.0000 3.249500 3.752199 134.764986
929 1 2.0000 3.249500 0.000000 135.379400
930 1 2.0000 4.874250 2.814150 135.379400
931 1 2.0000 4.874250 0.938050 137.982850
932 1 2.0000 3.249500 3.752199 137.982850
933 2 -2.0000 3.249500 0.000000 137.368436
934 2 -2.0000 4.874250 2.814150 137.368436
935 2 -2.0000 4.874250 0.938050 139.971886
936 2 -2.0000 3.249500 3.752199 139.971886
937 1 2.0000 3.249500 0.000000 140.586300
938 1 2.0000 4.874250 2.814150 140.586300
939 1 2.0000 4.874250 0.938050 143.189750
940 1 2.0000 3.249500 3.752199 143.189750
941 2 -2.0000 3.249500 0.000000 142.575336
942 2 -2.0000 4.874250 2.814150 142.575336
943 2 -2.0000 4.874250 0.938050 145.178786
944 2 -2.0000 3.249500 3.752199 145.178786
945 1 2.0000 3.249500 0.000000 145.793200
946 1 2.0000 4.874250 2.814150 145.793200
947 1 2.0000 4.874250 0.938050 148.396650
948 1 2.0000 3.249500 3.752199 148.396650
949 2 -2.0000 3.249500 0.000000 147.782236
950 2 -2.0000 4.874250 2.814150 147.782236
951 2 -2.0000 4.874250 0.938050 150.385686
952 2 -2.0000 3.249500 3.752199 150.385686
953 1 2.0000 3.249500 0.000000 151.000100
954 1 2.0000 4.874250 2.814150 151.000100
955 1 2.0000 4.874250 0.938050 153.603550
956 1 2.0000 3.249500 3.752199 153.603550
957 2 -2.0000 3.249500 0.000000 152.989136
958 2 -2.0000 4.874250 2.814150 152.989136
959 2 -2.0000 4.874250 0.938050 155.592586
960 2 -2.0000 3.249500 3.752199 155.592586
961 1 2.0000 3.249500 5.628299 0.000000
962 1 2.0000 4.874250 8.442449 0.000000
963 1 2.0000 4.874250 6.566349 2.603450
964 1 2.0000 3.249500 9.380498 2.603450
965 2 -2.0000 3.249500 5.628299 1.989036
966 2 -2.0000 4.874250 8.442449 1.989036
967 2 -2.0000 4.874250 6.566349 4.592486
968 2 -2.0000 3.249500 9.380498 4.592486
969 1 2.0000 3.249500 5.628299 5.206900
970 1 2.0000 4.874250 8.442449 5.206900
971 1 2.0000 4.874250 6.566349 7.810350
972 1 2.0000 3.249500 9.380498 7.810350
973 2 -2.0000 3.249500 5.628299 7.195936
974 2 -2.0000 4.874250 8.442449 7.195936
975 2 -2.0000 4.874250 6.566349 9.799386
976 2 -2.0000 3.249500 9.380498 9.799386
977 1 2.0000 3.249500 5.628299 10.413800
978 1 2.0000 4.874250 8.442449 10.413800
979 1 2.0000 4.874250 6.566349 13.017250
980 1 2.0000 3.249500 9.380498 13.017250
981 2 -2.0000 3.249500 5.628299 12.402836
982 2 -2.0000 4.874250 8.442449 12.402836
983 2 -2.0000 4.874250 6.566349 15.006286
984 2 -2.0000 3.249500 9.380498 15.006286
985 1 2.0000 3.249500 5.628299 15.620700
986 1 2.0000 4.874250 8.442449 15.620700
987 1 2.0000 4.874250 6.566349 18.224150
988 1 2.0000 3.249500 9.380498 18.224150
989 2 -2.0000 3.249500 5.628299 17.609736
990 2 -2.0000 4.874250 8.442449 17.609736
991 2 -2.0000 4.874250 6.566349 20.213186
992 2 -2.0000 3.249500 9.380498 20.213186
993 1 2.0000 3.249500 5.628299 20.827600
994 1 2.0000 4.874250 8.442449 20.827600
995 1 2.0000 4.874250 6.566349 23.431050
996 1 2.0000 3.249500 9.380498 23.431050
997 2 -2.0000 3.249500 5.628299 22.816636
998 2 -2.0000 4.874250 8.442449 22.816636
999 2 -2.0000 4.874250 6.566349 25.420086
1000 2 -2.0000 3.249500 9.380498 25.420086
1001 1 2.0000 3.249500 5.628299 26.034500
1002 1 2.0000 4.874250 8.442449 26.034500
1003 1 2.0000 4.874250 6.566349 28.637950
1004 1 2.0000 3.249500 9.380498 28.637950
1005 2 -2.0000 3.249500 5.628299 28.023536
1006 2 -2.0000 4.874250 8.442449 28.023536
1007 2 -2.0000 4.874250 6.566349 30.626986
1008 2 -2.0000 3.249500 9.380498 30.626986
1009 1 2.0000 3.249500 5.628299 31.241400
1010 1 2.0000 4.874250 8.442449 31.241400
1011 1 2.0000 4.874250 6.566349 33.844850
1012 1 2.0000 3.249500 9.380498 33.844850
1013 2 -2.0000 3.249500 5.628299 33.230436
1014 2 -2.0000 4.874250 8.442449 33.230436
1015 2 -2.0000 4.874250 6.566349 35.833886
1016 2 -2.0000 3.249500 9.380498 35.833886
1017 1 2.0000 3.249500 5.628299 36.448300
1018 1 2.0000 4.874250 8.442449 36.448300
1019 1 2.0000 4.874250 6.566349 39.051750
1020 1 2.0000 3.249500 9.380498 39.051750
1021 2 -2.0000 3.249500 5.628299 38.437336
1022 2 -2.0000 4.874250 8.442449 38.437336
1023 2 -2.0000 4.874250 6.566349 41.040786
1024 2 -2.0000 3.249500 9.380498 41.040786
1025 1 2.0000 3.249500 5.628299 41.655200
1026 1 2.0000 4.874250 8.442449 41.655200
1027 1 2.0000 4.874250 6.566349 44.258650
1028 1 2.0000 3.249500 9.380498 44.258650
1029 2 -2.0000 3.249500 5.628299 43.644236
1030 2 -2.0000 4.874250 8.442449 43.644236
1031 2 -2.0000 4.874250 6.566349 46.247686
1032 2 -2.0000 3.249500 9.380498 46.247686
1033 1 2.0000 3.249500 5.628299 46.862100
1034 1 2.0000 4.874250 8.442449 46.862100
1035 1 2.0000 4.874250 6.566349 49.465550
1036 1 2.0000 3.249500 9.380498 49.465550
1037 2 -2.0000 3.249500 5.628299 48.851136
1038 2 -2.0000 4.874250 8.442449 48.851136
1039 2 -2.0000 4.874250 6.566349 51.454586
1040 2 -2.0000 3.249500 9.380498 51.454586
1041 1 2.0000 3.249500 5.628299 52.069000
1042 1 2.0000 4.874250 8.442449 52.069000
1043 1 2.0000 4.874250 6.566349 54.672450
1044 1 2.0000 3.249500 9.380498 54.672450
1045 2 -2.0000 3.249500 5.628299 54.058036
1046 2 -2.0000 4.874250 8.442449 54.058036
1047 2 -2.0000 4.874250 6.566349 56.661486
1048 2 -2.0000 3.249500 9.380498 56.661486
1049 1 2.0000 3.249500 5.628299 57.275900
1050 1 2.0000 4.874250 8.442449 57.275900
1051 1 2.0000 4.874250 6.566349 59.879350
1052 1 2.0000 3.249500 9.380498 59.879350
1053 2 -2.0000 3.249500 5.628299 59.264936
1054 2 -2.0000 4.874250 8.442449 59.264936
1055 2 -2.0000 4.874250 6.566349 61.868386
1056 2 -2.0000 3.249500 9.380498 61.868386
1057 1 2.0000 3.249500 5.628299 62.482800
1058 1 2.0000 4.874250 8.442449 62.482800
1059 1 2.0000 4.874250 6.566349 65.086250
1060 1 2.0000 3.249500 9.380498 65.086250
1061 2 -2.0000 3.249500 5.628299 64.471836
1062 2 -2.0000 4.874250 8.442449 64.471836
1063 2 -2.0000 4.874250 6.566349 67.075286
1064 2 -2.0000 3.249500 9.380498 67.075286
1065 1 2.0000 3.249500 5.628299 67.689700
1066 1 2.0000 4.874250 8.442449 67.689700
1067 1 2.0000 4.874250 6.566349 70.293150
1068 1 2.0000 3.249500 9.380498 70.293150
1069 2 -2.0000 3.249500 5.628299 69.678736
1070 2 -2.0000 4.874250 8.442449 69.678736
1071 2 -2.0000 4.874250 6.566349 72.282186
1072 2 -2.0000 3.249500 9.380498 72.282186
1073 1 2.0000 3.249500 5.628299 72.896600
1074 1 2.0000 4.874250 8.442449 72.896600
1075 1 2.0000 4.874250 6.566349 75.500050
1076 1 2.0000 3.249500 9.380498 75.500050
1077 2 -2.0000 3.249500 5.628299 74.885636
1078 2 -2.0000 4.874250 8.442449 74.885636
1079 2 -2.0000 4.874250 6.566349 77.489086
1080 2 -2.0000 3.249500 9.380498 77.489086
1081 1 2.0000 3.249500 5.628299 78.103500
1082 1 2.0000 4.874250 8.442449 78.103500
1083 1 2.0000 4.874250 6.566349 80.706950
1084 1 2.0000 3.249500 9.380498 80.706950
1085 2 -2.0000 3.249500 5.628299 80.092536
1086 2 -2.0000 4.874250 8.442449 80.092536
1087 2 -2.0000 4.874250 6.566349 82.695986
1088 2 -2.0000 3.249500 9.380498 82.695986
1089 1 2.0000 3.249500 5.628299 83.310400
1090 1 2.0000 4.874250 8.442449 83.310400
1091 1 2.0000 4.874250 6.566349 85.913850
1092 1 2.0000 3.249500 9.380498 85.913850
1093 2 -2.0000 3.249500 5.628299 85.299436
1094 2 -2.0000 4.874250 8.442449 85.299436
1095 2 -2.0000 4.874250 6.566349 87.902886
1096 2 -2.0000 3.249500 9.380498 87.902886
1097 1 2.0000 3.249500 5.628299 88.517300
1098 1 2.0000 4.874250 8.442449 88.517300
1099 1 2.0000 4.874250 6.566349 91.120750
1100 1 2.0000 3.249500 9.380498 91.120750
1101 2 -2.0000 3.249500 5.628299 90.506336
1102 2 -2.0000 4.874250 8.442449 90.506336
1103 2 -2.0000 4.874250 6.566349 93.109786
1104 2 -2.0000 3.249500 9.380498 93.109786
1105 1 2.0000 3.249500 5.628299 93.724200
1106 1 2.0000 4.874250 8.442449 93.724200
1107 1 2.0000 4.874250 6.566349 96.327650
1108 1 2.0000 3.249500 9.380498 96.327650
1109 2 -2.0000 3.249500 5.628299 95.713236
